"(7.1, 7.3)","[ -7.71057178  -8.29241304  -8.27258389  -8.27884918 -24.
 -24.00002685]"
"(7.2, 7.3)","[ -7.67826566  -8.22685308  -8.23082297  -8.25180542 -24.00000083
 -24.00002675]"
"(7.3, 7.3)","[ -7.64238263  -8.20849992  -8.17553999  -8.21295921 -24.00000083
 -24.00002675]"
"(7.4, 7.3)","[ -7.60243018  -8.18509782  -8.1712719   -8.1886121  -24.00000083
 -24.00002675]"
"(7.5, 7.3)","[ -7.55801175  -8.1112973   -8.11294305  -8.11060052 -24.00000083
 -24.00002675]"
"(7.6, 7.3)","[ -7.50866483  -8.04135276  -8.02617226  -8.03961168 -24.00000083
 -24.00002675]"
"(7.7, 7.3)","[ -7.45384146  -7.95426753  -7.98697703  -7.99832954 -24.00000083
 -24.00002675]"
"(7.8, 7.3)","[ -7.39291117  -7.95817701  -7.91738527  -7.90143047 -24.00000083
 -24.00002675]"
"(7.9, 7.3)","[ -7.32517127  -7.81779068  -7.85227768  -7.84805616 -24.00000083
 -24.00002675]"
"(8.0, 7.3)","[ -7.24987506  -7.78592821  -7.75786677  -7.77124613 -24.00000083
 -24.00002675]"
"(8.1, 7.3)","[ -7.16624378  -7.6848373   -7.63497909  -7.65032715 -24.00000083
 -24.00002675]"
"(8.2, 7.3)","[ -7.07342645  -7.55457731  -7.48895265  -7.51782186 -24.00000083
 -24.00002675]"
"(8.3, 7.3)","[ -6.97041427  -7.39621225  -7.37914523  -7.38157387 -24.00000083
 -24.00002675]"
"(8.4, 7.3)","[ -6.85598304  -7.3112853   -7.28530308  -7.29892866 -24.00000083
 -24.00002675]"
"(8.5, 7.3)","[ -6.72872412  -7.10703172  -7.1118232   -7.07588254 -24.00000083
 -24.00002675]"
"(8.6, 7.3)","[ -6.58711673  -6.97902448  -6.90865378  -6.95842105 -24.00000083
 -24.00002675]"
"(8.7, 7.3)","[ -6.42965473  -6.74832393  -6.74986371  -6.80540947 -24.00000083
 -24.00002675]"
"(8.8, 7.3)","[ -6.25499677  -6.66954712  -6.59103545  -6.62460417 -24.00000083
 -24.00002675]"
"(8.9, 7.3)","[ -6.06124507  -6.39377263  -6.3454883   -6.38947149 -24.00000083
 -24.00002675]"
"(9.0, 7.3)","[ -5.84611596  -6.21524105  -6.10404773  -6.16434029 -43.50294092
 -24.00002675]"
"(9.1, 7.3)","[ -5.60739012  -5.90405389  -5.8629038   -5.85099159 -24.00000088
 -24.0000268 ]"
"(9.2, 7.3)","[ -5.34262671  -5.64919233  -5.59000315  -5.60958447 -24.00000083
 -24.00002675]"
"(9.3, 7.3)","[ -5.04939234  -5.38294017  -5.23648935  -5.25745915 -24.00000083
 -24.00002675]"
"(9.4, 7.3)","[ -4.72364088  -5.06331105  -4.89985087  -5.06604181 -24.00000083
 -24.00002675]"
"(9.5, 7.3)","[ -4.36109951  -4.56988448  -4.48722991  -4.62401313 -24.00000083
  -4.50339356]"
"(9.6, 7.3)","[ -3.95647343  -4.26668825  -4.09288976  -4.20225742 -24.00000083
  -4.08833285]"
"(9.7, 7.3)","[ -3.50469467  -3.73233419  -3.5989221   -3.6273915  -24.00000083
  -3.5882897 ]"
"(9.8, 7.3)","[ -2.99756973  -3.31682421  -3.05634008  -3.28866756 -24.00000083
  -3.06292195]"
"(9.9, 7.3)","[ -2.59595741  -2.49851157  -2.51412991  -2.75469003 -24.00000083
  -2.42635908]"
"(10.0, 7.3)","[-24.54884348  -2.73068551  -2.71316157  -2.91161451 -24.18739358
  -2.78151318]"
"(7.0, 7.3)","[ -8.33631593 -24.18744399  -8.20873967  -8.35717098 -24.00000093
 -24.00002685]"
"(7.1, 7.4)","[ -7.94850181  -8.251021    -8.22253605  -8.24043918 -24.00000093
 -24.00002685]"
"(7.2, 7.4)","[ -7.84011113  -8.17603071  -8.18045413  -8.16936502 -24.00000083
 -24.00002675]"
"(7.3, 7.4)","[ -7.81946545  -8.17492579  -8.15945628  -8.1596915  -24.00000083
 -24.00002675]"
"(7.4, 7.4)","[ -7.79790107  -8.14761359  -8.1597489   -8.17407941 -24.00000083
 -24.00002675]"
"(7.5, 7.4)","[ -7.77471312  -8.11224686  -8.10965501  -8.10890352 -24.00000083
 -24.00002675]"
"(7.6, 7.4)","[ -7.75191466  -7.99537242  -8.01631806  -8.01472068 -24.00000083
 -24.00002675]"
"(7.7, 7.4)","[ -7.7317469   -7.96124782  -7.95878543  -7.95741608 -24.00000083
 -24.00002675]"
"(7.8, 7.4)","[ -7.70718647  -7.85694487  -7.87044652  -7.86534145 -24.00000083
 -24.00002675]"
"(7.9, 7.4)","[ -7.83671053  -7.8342039   -7.67833882  -7.85302166 -24.00000083
 -24.00002675]"
"(8.0, 7.4)","[ -7.6993235   -7.72419522  -7.51617935  -7.72016629 -24.00000093
 -24.00002685]"
"(8.1, 7.4)","[ -7.36130554  -7.56891603  -7.55883478  -7.59360655 -24.00000093
 -24.00002685]"
"(8.2, 7.4)","[ -7.45179232  -7.44562482  -7.29122826  -7.45914558 -24.00000093
 -24.00002685]"
"(8.3, 7.4)","[ -7.30879608  -7.36263078  -7.16477515  -7.2982082  -24.00000093
 -24.00002685]"
"(8.4, 7.4)","[ -7.17125962  -7.20652437  -7.03625176  -7.20211947 -24.00000093
 -24.00002685]"
"(8.5, 7.4)","[ -6.99992843  -7.07141105  -6.90924087  -6.98875954 -24.00000093
 -24.00002685]"
"(8.6, 7.4)","[ -6.82376121  -6.83811203  -6.67607139  -6.85300424 -24.00000093
 -24.00002685]"
"(8.7, 7.4)","[ -6.61478008  -6.68975362  -6.48659498  -6.68165213 -24.00000093
 -24.00002685]"
"(8.8, 7.4)","[ -6.39841995  -6.48469979  -6.28997913  -6.46013086 -24.00000093
 -24.00002685]"
"(8.9, 7.4)","[ -5.83210711  -6.21015786  -6.15351347  -6.25847027 -24.00000093
 -24.00002685]"
"(9.0, 7.4)","[ -5.5905135   -5.90933651  -5.8685688   -5.94652508 -24.00000093
 -24.00002685]"
"(9.1, 7.4)","[ -5.32317051  -5.69108751  -5.55537426  -5.58265809 -24.00000093
 -24.00002685]"
"(9.2, 7.4)","[ -5.02650306  -5.31039007  -5.26327702  -5.32531169 -24.00000083
 -24.00002675]"
"(9.3, 7.4)","[ -4.69613238  -5.06287044  -4.91207697  -4.91671347 -24.00000083
 -24.00002675]"
"(9.4, 7.4)","[ -4.32685224  -4.6130276   -4.51785069  -4.54070443 -24.00000083
 -24.00002675]"
"(9.5, 7.4)","[ -3.91704551  -4.26996273  -4.07335843  -4.15975642 -24.00000083
  -4.07641453]"
"(9.6, 7.4)","[ -3.46423522  -3.67940391  -3.61056033  -3.64889295 -24.00000083
  -3.61442581]"
"(9.7, 7.4)","[ -2.96657211  -3.20105175  -3.0762872   -3.13380246 -24.00000083
  -3.07535874]"
"(9.8, 7.4)","[ -2.41220912  -2.61565972  -2.48933423  -2.53345377 -24.00000083
  -2.46909217]"
"(9.9, 7.4)","[ -1.9347516   -1.90874933  -1.84150946  -1.85612517 -24.00000083
  -1.77575692]"
"(10.0, 7.4)","[-24.18741792  -2.28384409  -2.22426269  -2.34905937 -24.00000098
  -2.23613967]"
"(7.0, 7.4)","[ -8.25060605 -24.00000026  -8.07664796  -8.26806081 -24.00002665
 -24.00005257]"
"(7.1, 7.5)","[ -8.2204067   -8.22054004  -8.22737199  -8.13917158 -24.00000093
 -24.00002685]"
"(7.2, 7.5)","[ -7.87156146  -8.21684012  -8.22159719  -8.19864315 -24.00000083
 -24.00002675]"
"(7.3, 7.5)","[ -7.72651578  -8.17140323  -8.18608025  -8.17202809 -24.00000083
 -24.00002675]"
"(7.4, 7.5)","[ -7.6510768   -8.14742526  -8.13955201  -8.14192835 -24.00000083
 -24.00002675]"
"(7.5, 7.5)","[ -7.61413266  -8.12911821  -8.1134901   -8.11379465 -24.00000083
 -24.00002675]"
"(7.6, 7.5)","[ -7.57174365  -8.05118653  -8.03685979  -8.02694256 -24.00000083
 -24.00002675]"
"(7.7, 7.5)","[ -7.51879268  -7.91762549  -7.91598145  -7.93168999 -24.00000083
 -24.00002675]"
"(7.8, 7.5)","[ -7.45956648  -7.84207861  -7.81295567  -7.82776241 -24.00000083
 -24.00002675]"
"(7.9, 7.5)","[ -7.46372094  -7.74136113  -7.77505951  -7.77340317 -43.85103757
 -24.00002685]"
"(8.0, 7.5)","[ -7.23012022  -7.66990935  -7.62785184  -7.62251902 -24.00000088
 -24.0000268 ]"
"(8.1, 7.5)","[ -7.09928266  -7.48374852  -7.51021005  -7.52482462 -24.00000093
 -24.00002685]"
"(8.2, 7.5)","[ -6.95460934  -7.41965558  -7.40552663  -7.37310959 -24.00000093
 -24.00002685]"
"(8.3, 7.5)","[ -6.84516168  -7.24894329  -7.25429353  -7.20501418 -24.00000093
 -24.00002685]"
"(8.4, 7.5)","[ -6.71805051  -7.11022491  -7.02334967  -7.05186904 -24.00000093
 -24.00002685]"
"(8.5, 7.5)","[ -6.57384974  -6.9699195   -6.97319798  -6.94762289 -24.00000093
 -24.00002685]"
"(8.6, 7.5)","[ -6.27038872  -6.75151375  -6.69748643  -6.73404335 -24.00000093
 -24.00002685]"
"(8.7, 7.5)","[ -6.06869681  -6.49608575  -6.56856883  -6.50295461 -24.00000093
 -24.00002685]"
"(8.8, 7.5)","[ -5.84567496  -6.36016844  -6.32006586  -6.34637631 -24.00000093
 -24.00002685]"
"(8.9, 7.5)","[ -5.59583433  -6.15992507  -6.17597421  -6.10258336 -24.00000093
 -24.00002685]"
"(9.0, 7.5)","[ -5.31747833  -5.96524639  -5.76759331  -5.78021188 -24.00000093
 -24.00002685]"
"(9.1, 7.5)","[ -5.01157525  -5.5031846   -5.44310145  -5.41549518 -24.00000093
 -24.00002685]"
"(9.2, 7.5)","[ -4.6814561   -5.21460151  -5.19433054  -5.11402372 -24.00000083
 -24.00002675]"
"(9.3, 7.5)","[ -4.32183376  -4.78767174  -4.67138576  -4.67067257 -24.00000083
 -24.00002675]"
"(9.4, 7.5)","[ -3.90580485  -4.3082232   -4.2395149   -4.26271218 -24.00000083
 -24.00002675]"
"(9.5, 7.5)","[ -3.42114964  -3.94530754  -3.92833678  -3.79363886 -24.00000083
  -3.7552415 ]"
"(9.6, 7.5)","[ -2.89728597  -3.41586223  -3.35672665  -3.20450756 -42.86583835
  -3.16588368]"
"(9.7, 7.5)","[ -2.33020332  -2.59907033  -2.5179853   -2.89623245 -24.00000083
  -2.52236171]"
"(9.8, 7.5)","[ -1.70010983  -1.84353547  -2.20793475  -1.83310308 -24.00000083
  -1.83174129]"
"(9.9, 7.5)","[ -1.50696204  -1.42171984  -1.29314636  -1.18571778 -24.00000093
  -1.        ]"
"(10.0, 7.5)","[-24.18741787  -1.90010983  -2.20918873  -1.90485764 -42.65047271
  -1.90013088]"
"(7.0, 7.5)","[ -8.18719392 -24.00000026  -7.93194948  -8.18799911 -24.00002665
 -24.00005257]"
"(7.1, 7.6)","[ -8.08065244  -8.1152647   -8.12176607  -8.15757354 -24.00000093
 -24.00002685]"
"(7.2, 7.6)","[ -8.18075783  -8.19508807  -8.19142788  -8.09646846 -24.00000083
 -24.00002675]"
"(7.3, 7.6)","[ -8.16230323  -8.20242645  -8.16204897  -7.94764963 -24.00000083
 -24.00002675]"
"(7.4, 7.6)","[ -7.75671607  -8.12902525  -8.11379591  -8.1217516  -24.00000083
 -24.00002675]"
"(7.5, 7.6)","[ -7.73408544  -8.11478269  -8.11826637  -8.13119703 -24.00000083
 -24.00002675]"
"(7.6, 7.6)","[ -7.7410258   -8.06486526  -8.05553877  -8.06819396 -24.00000083
 -24.00002675]"
"(7.7, 7.6)","[ -7.63246831  -7.96743155  -7.94405807  -7.93007613 -24.00000083
 -24.00002675]"
"(7.8, 7.6)","[ -7.59647932  -7.89600977  -7.86500158  -7.84216844 -24.00000083
 -24.00002675]"
"(7.9, 7.6)","[ -7.55303881  -7.77205687  -7.78508126  -7.75810669 -24.00000093
 -24.00002685]"
"(8.0, 7.6)","[ -7.49956942  -7.72407574  -7.68539503  -7.70011303 -24.00000088
 -24.0000268 ]"
"(8.1, 7.6)","[ -7.52997851  -7.60082158  -7.54847494  -7.42947276 -24.00000093
 -24.00002685]"
"(8.2, 7.6)","[ -7.42667782  -7.42614758  -7.44556294  -7.28575765 -24.00000093
 -24.00002685]"
"(8.3, 7.6)","[ -7.29392835  -7.31060307  -7.37964869  -7.16558351 -24.00000093
 -24.00002685]"
"(8.4, 7.6)","[ -7.16663159  -7.15564341  -7.1647503   -7.03130248 -24.00000093
 -24.00002685]"
"(8.5, 7.6)","[ -7.01576067  -7.04753739  -7.03568433  -6.71187002 -24.00000093
 -43.67480089]"
"(8.6, 7.6)","[ -6.83155885  -6.88975482  -6.86752265  -6.48380645 -24.00000093
 -24.00002685]"
"(8.7, 7.6)","[ -6.66382311  -6.70259717  -6.66561117  -6.41758255 -24.00000093
 -24.00002685]"
"(8.8, 7.6)","[ -6.17865679  -6.55126184  -6.52644841  -6.43440625 -24.00000093
 -24.00002685]"
"(8.9, 7.6)","[ -6.18246112  -6.2128881   -6.23292778  -5.92234368 -24.00000093
 -24.00002685]"
"(9.0, 7.6)","[ -5.94402231  -6.03437765  -5.9814031   -5.83271651 -24.00000093
 -24.00002685]"
"(9.1, 7.6)","[ -5.67013211  -5.73839358  -5.68224412  -5.37035861 -24.00000093
 -24.00002685]"
"(9.2, 7.6)","[ -5.39713195  -5.38117177  -5.42077339  -5.05413816 -24.00000083
 -24.00002675]"
"(9.3, 7.6)","[ -5.04263168  -5.12211998  -5.05821863  -4.89677969 -24.00000083
 -24.00002675]"
"(9.4, 7.6)","[ -4.63830187  -4.70737213  -4.82978464  -4.51665779 -24.00000083
 -24.00002675]"
"(9.5, 7.6)","[ -4.20031596  -4.30313064  -4.40356159  -3.90105517 -24.00000083
 -24.00002675]"
"(9.6, 7.6)","[ -3.72860377  -3.87499201  -3.8176104   -3.51935    -24.00000083
 -24.00002675]"
"(9.7, 7.6)","[ -2.89869075  -3.38870602  -3.2764186   -3.18049993 -24.00000083
 -24.00002675]"
"(9.8, 7.6)","[ -2.33439247  -2.82885914  -2.63644845  -2.53972342 -24.00000083
 -24.00002675]"
"(9.9, 7.6)","[ -1.99904167  -2.2034192   -1.98304727  -1.70030822 -24.00000093
 -24.00002685]"
"(10.0, 7.6)","[-24.18744353  -2.54107222  -2.82444234  -2.51038393 -24.00000093
 -24.00002685]"
"(7.0, 7.6)","[ -8.03899941 -24.00000026  -7.86203042  -8.08259218 -24.00002665
 -24.00005257]"
"(7.1, 7.7)","[ -7.90307344  -8.02939353  -8.0372172   -8.03394643 -24.00000093
 -24.00002685]"
"(7.2, 7.7)","[ -7.89328478  -8.13223624  -8.13115117  -8.14953849 -24.00000083
 -24.00002675]"
"(7.3, 7.7)","[ -7.8862701   -8.08665145  -8.08731053  -8.08411508 -24.00000083
 -24.00002675]"
"(7.4, 7.7)","[ -8.05136337  -8.07702722  -7.8707841   -8.06905853 -24.00000083
 -24.00002675]"
"(7.5, 7.7)","[ -8.10418897  -8.08113631  -8.03678168  -8.09986328 -24.00000083
 -24.00002675]"
"(7.6, 7.7)","[ -8.08607609  -8.11154729  -8.09217962  -7.92238007 -24.00000083
 -24.00002675]"
"(7.7, 7.7)","[ -7.52142379  -8.07160619  -8.05335815  -8.02581853 -24.00000083
 -24.00002675]"
"(7.8, 7.7)","[ -7.46767231  -8.00554082  -7.96532629  -7.95519061 -24.00000083
 -24.00002675]"
"(7.9, 7.7)","[ -7.40830164  -7.94588159  -7.9017566   -7.88982566 -24.00000093
 -24.00002685]"
"(8.0, 7.7)","[ -7.34469762  -7.84787881  -7.77290067  -7.79047049 -24.00000088
 -24.0000268 ]"
"(8.1, 7.7)","[ -7.27842036  -7.72918707  -7.66434193  -7.65724147 -24.00000093
 -24.00002685]"
"(8.2, 7.7)","[ -7.20608365  -7.59852011  -7.58626016  -7.59211805 -24.00000093
 -24.00002685]"
"(8.3, 7.7)","[ -7.11248928  -7.482402    -7.49112136  -7.45915807 -24.00000093
 -24.00002685]"
"(8.4, 7.7)","[ -6.97983393  -7.33312482  -7.38032841  -7.30471129 -24.00000093
 -24.00002685]"
"(8.5, 7.7)","[ -7.16587418  -7.17800286  -7.20223048  -6.85354439 -24.00000093
 -24.00002685]"
"(8.6, 7.7)","[ -7.04113025  -7.07349715  -7.05682345  -6.87096036 -24.00000093
 -24.00002685]"
"(8.7, 7.7)","[ -6.85975068  -6.89903529  -6.83109251  -6.74604152 -24.00000093
 -24.00002685]"
"(8.8, 7.7)","[ -6.53251234  -6.73797258  -6.80360093  -6.71089877 -24.00000093
 -24.00002685]"
"(8.9, 7.7)","[ -6.4912799   -6.57153299  -6.53593442  -6.36395226 -24.00000093
 -24.00002685]"
"(9.0, 7.7)","[ -5.88710161  -6.32072626  -6.31565929  -6.19840926 -24.00000093
 -24.00002685]"
"(9.1, 7.7)","[ -5.92907357  -6.00982954  -6.05768714  -5.69691017 -24.00000093
 -24.00002685]"
"(9.2, 7.7)","[ -5.69568916  -5.70137067  -5.70147444  -5.40756068 -24.00000083
 -24.00002675]"
"(9.3, 7.7)","[ -5.03920459  -5.54046299  -5.48632298  -5.4021303  -24.00000083
 -24.00002675]"
"(9.4, 7.7)","[ -4.72646501  -5.16154169  -5.09080008  -5.02869898 -24.00000083
 -24.00002675]"
"(9.5, 7.7)","[ -4.62917     -4.67724733  -4.76159721  -4.32967696 -24.00000083
 -24.00002675]"
"(9.6, 7.7)","[ -4.22837847  -4.3097292   -4.24883735  -4.13846644 -24.00000083
 -24.00002675]"
"(9.7, 7.7)","[ -3.41552334  -3.73986323  -3.7242552   -3.71535477 -24.00000083
 -24.00002675]"
"(9.8, 7.7)","[ -2.90971659  -3.40172661  -3.38251566  -3.12855289 -24.00000083
 -24.00002675]"
"(9.9, 7.7)","[ -2.59463778  -2.75074269  -2.59933375  -2.33143208 -24.00000093
 -24.00002685]"
"(10.0, 7.7)","[-24.18744353  -3.07011366  -3.15872546  -3.05963804 -24.00000093
 -24.00002685]"
"(7.0, 7.7)","[ -7.92442706 -24.00000026  -7.76819383  -7.96324863 -24.00002665
 -24.00005257]"
"(7.1, 7.8)","[ -7.98360884  -7.95391532  -7.98139968  -8.00683191 -24.00000093
 -24.00002685]"
"(7.2, 7.8)","[ -7.70167105  -8.04520793  -8.05021544  -8.06990193 -24.00000083
 -24.00002675]"
"(7.3, 7.8)","[ -7.66934049  -8.02982142  -8.00818583  -8.05202492 -24.00000083
 -24.00002675]"
"(7.4, 7.8)","[ -8.0138994   -8.0036637   -7.61038582  -7.98053075 -24.00000083
 -24.00002675]"
"(7.5, 7.8)","[ -8.01202763  -7.82231728  -8.00257722  -8.0260857  -24.00000083
 -24.00002675]"
"(7.6, 7.8)","[ -8.09476323  -8.0212184   -8.09506312  -8.11347027 -24.00000083
 -24.00002675]"
"(7.7, 7.8)","[ -7.59809211  -8.05594019  -8.06483382  -8.03359851 -24.00000083
 -24.00002675]"
"(7.8, 7.8)","[ -7.55362926  -8.00267391  -8.00544179  -7.98345028 -24.00000083
 -24.00002675]"
"(7.9, 7.8)","[ -7.50663614  -7.92647994  -7.9504809   -7.91471387 -24.00000093
 -24.00002685]"
"(8.0, 7.8)","[ -7.45383038  -7.86215878  -7.86844094  -7.80850407 -24.00000088
 -24.0000268 ]"
"(8.1, 7.8)","[ -7.38976228  -7.78084841  -7.73536148  -7.73563411 -24.00000093
 -24.00002685]"
"(8.2, 7.8)","[ -7.31982239  -7.70146429  -7.72145572  -7.70271964 -24.00000093
 -24.00002685]"
"(8.3, 7.8)","[ -7.24542069  -7.6411795   -7.67609865  -7.62042963 -24.00000093
 -24.00002685]"
"(8.4, 7.8)","[ -7.15101603  -7.45432731  -7.46196428  -7.45632646 -24.00000093
 -24.00002685]"
"(8.5, 7.8)","[ -7.30050773  -7.3819525   -7.41450397  -7.03789977 -24.00000093
 -24.00002685]"
"(8.6, 7.8)","[ -6.80950085  -7.25261068  -7.27143058  -7.21749193 -24.00000093
 -24.00002685]"
"(8.7, 7.8)","[ -6.67533577  -7.10523507  -7.06979984  -7.05518427 -24.00000093
 -24.00002685]"
"(8.8, 7.8)","[ -6.5393503   -6.9230396   -6.92516416  -6.91245229 -24.00000093
 -24.00002685]"
"(8.9, 7.8)","[ -6.36968471  -6.76762128  -6.71628715  -6.68774948 -24.00000093
 -24.00002685]"
"(9.0, 7.8)","[ -6.17065928  -6.52363512  -6.56347548  -6.48148173 -24.00000093
 -24.00002685]"
"(9.1, 7.8)","[ -6.24361388  -6.30864514  -6.29458598  -5.99799634 -24.00000093
 -24.00002685]"
"(9.2, 7.8)","[ -6.02046609  -6.03655778  -6.08482076  -5.63502719 -24.00000083
 -24.00002675]"
"(9.3, 7.8)","[ -5.35822175  -5.80142128  -5.75587864  -5.72211557 -24.00000083
 -24.00002675]"
"(9.4, 7.8)","[ -5.05962949  -5.51611999  -5.41587084  -5.37017982 -24.00000083
 -24.00002675]"
"(9.5, 7.8)","[ -5.00725262  -5.11020368  -5.12466188  -4.76643617 -24.00000083
 -24.00002675]"
"(9.6, 7.8)","[ -4.32928628  -4.72385676  -4.79243028  -4.72538832 -24.00000083
 -24.00002675]"
"(9.7, 7.8)","[ -3.87833101  -4.43207036  -4.32535133  -4.23172687 -24.00000083
 -24.00002675]"
"(9.8, 7.8)","[ -3.42026469  -3.90536365  -3.86637361  -3.7197326  -24.00000083
 -24.00002675]"
"(9.9, 7.8)","[ -3.2689662   -3.23325598  -3.35426401  -2.90060496 -24.00000093
 -24.00002685]"
"(10.0, 7.8)","[-43.15017873  -3.60316014  -3.74372493  -3.55395827 -24.00000093
 -24.00002685]"
"(7.0, 7.8)","[ -7.88610832 -24.00000026  -7.67899742  -7.88183494 -24.00002665
 -24.00005257]"
"(7.1, 7.9)","[ -7.60662049  -7.88213435  -7.87816565  -7.91471281 -24.00000093
 -24.00002685]"
"(7.2, 7.9)","[ -7.55713173  -7.90595803  -7.90189755  -7.91780172 -24.00000083
 -24.00002675]"
"(7.3, 7.9)","[ -7.49237705  -7.8961576   -7.88925489  -7.90601983 -24.00000083
 -24.00002675]"
"(7.4, 7.9)","[ -7.88877955  -7.91728218  -7.38078034  -7.92416246 -24.00000083
 -24.00002675]"
"(7.5, 7.9)","[ -7.89240801  -7.70435653  -7.89391371  -7.93821296 -24.00000083
 -24.00002675]"
"(7.6, 7.9)","[ -8.00400739  -7.9772083   -7.81261271  -8.01959734 -24.00000083
 -24.00002675]"
